"citizen","agedef","age","unit","sex","geo","time","values"
"UK","REACH","Y15-64","NR","F","CY",2016-01-01,223
"UK","REACH","Y15-64","NR","F","CZ",2016-01-01,2
"UK","REACH","Y15-64","NR","F","DK",2016-01-01,22
"UK","REACH","Y15-64","NR","F","EE",2016-01-01,0
"UK","REACH","Y15-64","NR","F","EL",2016-01-01,7
"UK","REACH","Y15-64","NR","F","ES",2016-01-01,14
"UK","REACH","Y15-64","NR","F","FI",2016-01-01,10
"UK","REACH","Y15-64","NR","F","FR",2016-01-01,218
"UK","REACH","Y15-64","NR","F","HR",2016-01-01,2
"UK","REACH","Y15-64","NR","F","HU",2016-01-01,3
"UK","REACH","Y15-64","NR","F","IS",2016-01-01,0
"UK","REACH","Y15-64","NR","F","IT",2016-01-01,44
"UK","REACH","Y15-64","NR","F","LI",2016-01-01,0
"UK","REACH","Y15-64","NR","F","LU",2016-01-01,52
"UK","REACH","Y15-64","NR","F","LV",2016-01-01,1
"UK","REACH","Y15-64","NR","F","NL",2016-01-01,209
"UK","REACH","Y15-64","NR","F","NO",2016-01-01,14
"UK","REACH","Y15-64","NR","F","PL",2016-01-01,0
"UK","REACH","Y15-64","NR","F","PT",2016-01-01,13
"UK","REACH","Y15-64","NR","F","SE",2016-01-01,276
"UK","REACH","Y15-64","NR","F","SK",2016-01-01,6
"UK","REACH","Y15-64","NR","M","BE",2016-01-01,177
"UK","REACH","Y15-64","NR","M","CH",2016-01-01,265
"UK","REACH","Y15-64","NR","M","CY",2016-01-01,160
"UK","REACH","Y15-64","NR","M","CZ",2016-01-01,13
"UK","REACH","Y15-64","NR","M","DK",2016-01-01,28
"UK","REACH","Y15-64","NR","M","EE",2016-01-01,0
"UK","REACH","Y15-64","NR","M","EL",2016-01-01,12
"UK","REACH","Y15-64","NR","M","ES",2016-01-01,13
"UK","REACH","Y15-64","NR","M","FI",2016-01-01,16
"UK","REACH","Y15-64","NR","M","FR",2016-01-01,170
"UK","REACH","Y15-64","NR","M","HR",2016-01-01,0
"UK","REACH","Y15-64","NR","M","HU",2016-01-01,3
"UK","REACH","Y15-64","NR","M","IS",2016-01-01,1
"UK","REACH","Y15-64","NR","M","IT",2016-01-01,40
"UK","REACH","Y15-64","NR","M","LI",2016-01-01,0
"UK","REACH","Y15-64","NR","M","LU",2016-01-01,42
"UK","REACH","Y15-64","NR","M","LV",2016-01-01,2
"UK","REACH","Y15-64","NR","M","NL",2016-01-01,240
"UK","REACH","Y15-64","NR","M","NO",2016-01-01,13
"UK","REACH","Y15-64","NR","M","PL",2016-01-01,2
"UK","REACH","Y15-64","NR","M","PT",2016-01-01,4
"UK","REACH","Y15-64","NR","M","SE",2016-01-01,516
"UK","REACH","Y15-64","NR","M","SK",2016-01-01,6
"UK","REACH","Y15-64","NR","T","BE",2016-01-01,325
"UK","REACH","Y15-64","NR","T","CH",2016-01-01,534
"UK","REACH","Y15-64","NR","T","CY",2016-01-01,383
"UK","REACH","Y15-64","NR","T","CZ",2016-01-01,15
"UK","REACH","Y15-64","NR","T","DK",2016-01-01,50
"UK","REACH","Y15-64","NR","T","EE",2016-01-01,0
"UK","REACH","Y15-64","NR","T","EL",2016-01-01,19
"UK","REACH","Y15-64","NR","T","ES",2016-01-01,27
"UK","REACH","Y15-64","NR","T","FI",2016-01-01,26
"UK","REACH","Y15-64","NR","T","FR",2016-01-01,388
"UK","REACH","Y15-64","NR","T","HR",2016-01-01,2
"UK","REACH","Y15-64","NR","T","HU",2016-01-01,6
"UK","REACH","Y15-64","NR","T","IS",2016-01-01,1
"UK","REACH","Y15-64","NR","T","IT",2016-01-01,84
"UK","REACH","Y15-64","NR","T","LI",2016-01-01,0
"UK","REACH","Y15-64","NR","T","LU",2016-01-01,94
"UK","REACH","Y15-64","NR","T","LV",2016-01-01,3
"UK","REACH","Y15-64","NR","T","NL",2016-01-01,449
"UK","REACH","Y15-64","NR","T","NO",2016-01-01,27
"UK","REACH","Y15-64","NR","T","PL",2016-01-01,2
"UK","REACH","Y15-64","NR","T","PT",2016-01-01,17
"UK","REACH","Y15-64","NR","T","SE",2016-01-01,792
"UK","REACH","Y15-64","NR","T","SK",2016-01-01,12
"UK","REACH","Y20-24","NR","F","BE",2016-01-01,12
"UK","REACH","Y20-24","NR","F","CH",2016-01-01,22
"UK","REACH","Y20-24","NR","F","CY",2016-01-01,10
"UK","REACH","Y20-24","NR","F","CZ",2016-01-01,0
"UK","REACH","Y20-24","NR","F","DK",2016-01-01,1
"UK","REACH","Y20-24","NR","F","EE",2016-01-01,0
"UK","REACH","Y20-24","NR","F","EL",2016-01-01,0
"UK","REACH","Y20-24","NR","F","ES",2016-01-01,0
"UK","REACH","Y20-24","NR","F","FI",2016-01-01,2
"UK","REACH","Y20-24","NR","F","FR",2016-01-01,7
"UK","REACH","Y20-24","NR","F","HR",2016-01-01,0
"UK","REACH","Y20-24","NR","F","HU",2016-01-01,0
"UK","REACH","Y20-24","NR","F","IS",2016-01-01,0
"UK","REACH","Y20-24","NR","F","IT",2016-01-01,4
"UK","REACH","Y20-24","NR","F","LI",2016-01-01,0
"UK","REACH","Y20-24","NR","F","LU",2016-01-01,7
"UK","REACH","Y20-24","NR","F","LV",2016-01-01,0
"UK","REACH","Y20-24","NR","F","NL",2016-01-01,5
"UK","REACH","Y20-24","NR","F","NO",2016-01-01,4
"UK","REACH","Y20-24","NR","F","PL",2016-01-01,0
"UK","REACH","Y20-24","NR","F","PT",2016-01-01,0
"UK","REACH","Y20-24","NR","F","SE",2016-01-01,8
"UK","REACH","Y20-24","NR","F","SK",2016-01-01,0
"UK","REACH","Y20-24","NR","M","BE",2016-01-01,17
"UK","REACH","Y20-24","NR","M","CH",2016-01-01,16
"UK","REACH","Y20-24","NR","M","CY",2016-01-01,4
"UK","REACH","Y20-24","NR","M","CZ",2016-01-01,0
"UK","REACH","Y20-24","NR","M","DK",2016-01-01,3
"UK","REACH","Y20-24","NR","M","EE",2016-01-01,0
"UK","REACH","Y20-24","NR","M","EL",2016-01-01,0
"UK","REACH","Y20-24","NR","M","ES",2016-01-01,0
"UK","REACH","Y20-24","NR","M","FI",2016-01-01,1
"UK","REACH","Y20-24","NR","M","FR",2016-01-01,12
"UK","REACH","Y20-24","NR","M","HR",2016-01-01,0
"UK","REACH","Y20-24","NR","M","HU",2016-01-01,0
"UK","REACH","Y20-24","NR","M","IS",2016-01-01,0
"UK","REACH","Y20-24","NR","M","IT",2016-01-01,5
"UK","REACH","Y20-24","NR","M","LI",2016-01-01,0
"UK","REACH","Y20-24","NR","M","LU",2016-01-01,7
"UK","REACH","Y20-24","NR","M","LV",2016-01-01,1
"UK","REACH","Y20-24","NR","M","NL",2016-01-01,10
"UK","REACH","Y20-24","NR","M","NO",2016-01-01,0
"UK","REACH","Y20-24","NR","M","PL",2016-01-01,0
"UK","REACH","Y20-24","NR","M","PT",2016-01-01,0
"UK","REACH","Y20-24","NR","M","SE",2016-01-01,14
"UK","REACH","Y20-24","NR","M","SK",2016-01-01,0
"UK","REACH","Y20-24","NR","T","BE",2016-01-01,29
"UK","REACH","Y20-24","NR","T","CH",2016-01-01,38
"UK","REACH","Y20-24","NR","T","CY",2016-01-01,14
"UK","REACH","Y20-24","NR","T","CZ",2016-01-01,0
"UK","REACH","Y20-24","NR","T","DK",2016-01-01,4
"UK","REACH","Y20-24","NR","T","EE",2016-01-01,0
"UK","REACH","Y20-24","NR","T","EL",2016-01-01,0
"UK","REACH","Y20-24","NR","T","ES",2016-01-01,0
"UK","REACH","Y20-24","NR","T","FI",2016-01-01,3
"UK","REACH","Y20-24","NR","T","FR",2016-01-01,19
"UK","REACH","Y20-24","NR","T","HR",2016-01-01,0
"UK","REACH","Y20-24","NR","T","HU",2016-01-01,0
"UK","REACH","Y20-24","NR","T","IS",2016-01-01,0
"UK","REACH","Y20-24","NR","T","IT",2016-01-01,9
"UK","REACH","Y20-24","NR","T","LI",2016-01-01,0
"UK","REACH","Y20-24","NR","T","LU",2016-01-01,14
"UK","REACH","Y20-24","NR","T","LV",2016-01-01,1
"UK","REACH","Y20-24","NR","T","NL",2016-01-01,15
"UK","REACH","Y20-24","NR","T","NO",2016-01-01,4
"UK","REACH","Y20-24","NR","T","PL",2016-01-01,0
"UK","REACH","Y20-24","NR","T","PT",2016-01-01,0
"UK","REACH","Y20-24","NR","T","SE",2016-01-01,22
"UK","REACH","Y20-24","NR","T","SK",2016-01-01,0
"UK","REACH","Y25-29","NR","F","BE",2016-01-01,3
"UK","REACH","Y25-29","NR","F","CH",2016-01-01,12
"UK","REACH","Y25-29","NR","F","CY",2016-01-01,9
"UK","REACH","Y25-29","NR","F","CZ",2016-01-01,0
"UK","REACH","Y25-29","NR","F","DK",2016-01-01,3
"UK","REACH","Y25-29","NR","F","EE",2016-01-01,0
"UK","REACH","Y25-29","NR","F","EL",2016-01-01,1
"UK","REACH","Y25-29","NR","F","ES",2016-01-01,1
"UK","REACH","Y25-29","NR","F","FI",2016-01-01,1
"UK","REACH","Y25-29","NR","F","FR",2016-01-01,6
"UK","REACH","Y25-29","NR","F","HR",2016-01-01,1
"UK","REACH","Y25-29","NR","F","HU",2016-01-01,1
"UK","REACH","Y25-29","NR","F","IS",2016-01-01,0
"UK","REACH","Y25-29","NR","F","IT",2016-01-01,6
"UK","REACH","Y25-29","NR","F","LI",2016-01-01,0
"UK","REACH","Y25-29","NR","F","LU",2016-01-01,3
"UK","REACH","Y25-29","NR","F","LV",2016-01-01,0
"UK","REACH","Y25-29","NR","F","NL",2016-01-01,6
"UK","REACH","Y25-29","NR","F","NO",2016-01-01,0
"UK","REACH","Y25-29","NR","F","PL",2016-01-01,0
"UK","REACH","Y25-29","NR","F","PT",2016-01-01,1
"UK","REACH","Y25-29","NR","F","SE",2016-01-01,10
"UK","REACH","Y25-29","NR","F","SK",2016-01-01,0
"UK","REACH","Y25-29","NR","M","BE",2016-01-01,5
"UK","REACH","Y25-29","NR","M","CH",2016-01-01,10
"UK","REACH","Y25-29","NR","M","CY",2016-01-01,4
"UK","REACH","Y25-29","NR","M","CZ",2016-01-01,0
"UK","REACH","Y25-29","NR","M","DK",2016-01-01,3
"UK","REACH","Y25-29","NR","M","EE",2016-01-01,0
"UK","REACH","Y25-29","NR","M","EL",2016-01-01,0
"UK","REACH","Y25-29","NR","M","ES",2016-01-01,0
"UK","REACH","Y25-29","NR","M","FI",2016-01-01,0
"UK","REACH","Y25-29","NR","M","FR",2016-01-01,6
"UK","REACH","Y25-29","NR","M","HR",2016-01-01,0
"UK","REACH","Y25-29","NR","M","HU",2016-01-01,0
"UK","REACH","Y25-29","NR","M","IS",2016-01-01,0
"UK","REACH","Y25-29","NR","M","IT",2016-01-01,1
"UK","REACH","Y25-29","NR","M","LI",2016-01-01,0
"UK","REACH","Y25-29","NR","M","LU",2016-01-01,2
"UK","REACH","Y25-29","NR","M","LV",2016-01-01,0
"UK","REACH","Y25-29","NR","M","NL",2016-01-01,8
"UK","REACH","Y25-29","NR","M","NO",2016-01-01,1
"UK","REACH","Y25-29","NR","M","PL",2016-01-01,0
"UK","REACH","Y25-29","NR","M","PT",2016-01-01,2
"UK","REACH","Y25-29","NR","M","SE",2016-01-01,17
"UK","REACH","Y25-29","NR","M","SK",2016-01-01,0
"UK","REACH","Y25-29","NR","T","BE",2016-01-01,8
"UK","REACH","Y25-29","NR","T","CH",2016-01-01,22
"UK","REACH","Y25-29","NR","T","CY",2016-01-01,13
"UK","REACH","Y25-29","NR","T","CZ",2016-01-01,0
"UK","REACH","Y25-29","NR","T","DK",2016-01-01,6
"UK","REACH","Y25-29","NR","T","EE",2016-01-01,0
"UK","REACH","Y25-29","NR","T","EL",2016-01-01,1
"UK","REACH","Y25-29","NR","T","ES",2016-01-01,1
"UK","REACH","Y25-29","NR","T","FI",2016-01-01,1
"UK","REACH","Y25-29","NR","T","FR",2016-01-01,12
"UK","REACH","Y25-29","NR","T","HR",2016-01-01,1
"UK","REACH","Y25-29","NR","T","HU",2016-01-01,1
"UK","REACH","Y25-29","NR","T","IS",2016-01-01,0
"UK","REACH","Y25-29","NR","T","IT",2016-01-01,7
"UK","REACH","Y25-29","NR","T","LI",2016-01-01,0
"UK","REACH","Y25-29","NR","T","LU",2016-01-01,5
"UK","REACH","Y25-29","NR","T","LV",2016-01-01,0
"UK","REACH","Y25-29","NR","T","NL",2016-01-01,14
"UK","REACH","Y25-29","NR","T","NO",2016-01-01,1
"UK","REACH","Y25-29","NR","T","PL",2016-01-01,0
"UK","REACH","Y25-29","NR","T","PT",2016-01-01,3
"UK","REACH","Y25-29","NR","T","SE",2016-01-01,27
"UK","REACH","Y25-29","NR","T","SK",2016-01-01,0
"UK","REACH","Y30-34","NR","F","BE",2016-01-01,15
"UK","REACH","Y30-34","NR","F","CH",2016-01-01,9
"UK","REACH","Y30-34","NR","F","CY",2016-01-01,18
"UK","REACH","Y30-34","NR","F","CZ",2016-01-01,0
"UK","REACH","Y30-34","NR","F","DK",2016-01-01,2
"UK","REACH","Y30-34","NR","F","EE",2016-01-01,0
"UK","REACH","Y30-34","NR","F","EL",2016-01-01,1
"UK","REACH","Y30-34","NR","F","ES",2016-01-01,0
"UK","REACH","Y30-34","NR","F","FI",2016-01-01,1
"UK","REACH","Y30-34","NR","F","FR",2016-01-01,10
"UK","REACH","Y30-34","NR","F","HR",2016-01-01,0
"UK","REACH","Y30-34","NR","F","HU",2016-01-01,0
"UK","REACH","Y30-34","NR","F","IS",2016-01-01,0
"UK","REACH","Y30-34","NR","F","IT",2016-01-01,8
"UK","REACH","Y30-34","NR","F","LI",2016-01-01,0
"UK","REACH","Y30-34","NR","F","LU",2016-01-01,3
"UK","REACH","Y30-34","NR","F","LV",2016-01-01,0
"UK","REACH","Y30-34","NR","F","NL",2016-01-01,13
"UK","REACH","Y30-34","NR","F","NO",2016-01-01,2
"UK","REACH","Y30-34","NR","F","PL",2016-01-01,0
"UK","REACH","Y30-34","NR","F","PT",2016-01-01,1
"UK","REACH","Y30-34","NR","F","SE",2016-01-01,19
"UK","REACH","Y30-34","NR","F","SK",2016-01-01,2
"UK","REACH","Y30-34","NR","M","BE",2016-01-01,7
"UK","REACH","Y30-34","NR","M","CH",2016-01-01,20
"UK","REACH","Y30-34","NR","M","CY",2016-01-01,14
"UK","REACH","Y30-34","NR","M","CZ",2016-01-01,0
"UK","REACH","Y30-34","NR","M","DK",2016-01-01,2
"UK","REACH","Y30-34","NR","M","EE",2016-01-01,0
"UK","REACH","Y30-34","NR","M","EL",2016-01-01,0
"UK","REACH","Y30-34","NR","M","ES",2016-01-01,0
"UK","REACH","Y30-34","NR","M","FI",2016-01-01,2
"UK","REACH","Y30-34","NR","M","FR",2016-01-01,7
"UK","REACH","Y30-34","NR","M","HR",2016-01-01,0
"UK","REACH","Y30-34","NR","M","HU",2016-01-01,0
"UK","REACH","Y30-34","NR","M","IS",2016-01-01,1
"UK","REACH","Y30-34","NR","M","IT",2016-01-01,5
"UK","REACH","Y30-34","NR","M","LI",2016-01-01,0
"UK","REACH","Y30-34","NR","M","LU",2016-01-01,5
"UK","REACH","Y30-34","NR","M","LV",2016-01-01,0
"UK","REACH","Y30-34","NR","M","NL",2016-01-01,9
"UK","REACH","Y30-34","NR","M","NO",2016-01-01,1
"UK","REACH","Y30-34","NR","M","PL",2016-01-01,0
"UK","REACH","Y30-34","NR","M","PT",2016-01-01,0
"UK","REACH","Y30-34","NR","M","SE",2016-01-01,46
"UK","REACH","Y30-34","NR","M","SK",2016-01-01,1
"UK","REACH","Y30-34","NR","T","BE",2016-01-01,22
"UK","REACH","Y30-34","NR","T","CH",2016-01-01,29
"UK","REACH","Y30-34","NR","T","CY",2016-01-01,32
"UK","REACH","Y30-34","NR","T","CZ",2016-01-01,0
"UK","REACH","Y30-34","NR","T","DK",2016-01-01,4
"UK","REACH","Y30-34","NR","T","EE",2016-01-01,0
"UK","REACH","Y30-34","NR","T","EL",2016-01-01,1
"UK","REACH","Y30-34","NR","T","ES",2016-01-01,0
"UK","REACH","Y30-34","NR","T","FI",2016-01-01,3
"UK","REACH","Y30-34","NR","T","FR",2016-01-01,17
"UK","REACH","Y30-34","NR","T","HR",2016-01-01,0
"UK","REACH","Y30-34","NR","T","HU",2016-01-01,0
"UK","REACH","Y30-34","NR","T","IS",2016-01-01,1
"UK","REACH","Y30-34","NR","T","IT",2016-01-01,13
"UK","REACH","Y30-34","NR","T","LI",2016-01-01,0
"UK","REACH","Y30-34","NR","T","LU",2016-01-01,8
"UK","REACH","Y30-34","NR","T","LV",2016-01-01,0
"UK","REACH","Y30-34","NR","T","NL",2016-01-01,22
"UK","REACH","Y30-34","NR","T","NO",2016-01-01,3
"UK","REACH","Y30-34","NR","T","PL",2016-01-01,0
"UK","REACH","Y30-34","NR","T","PT",2016-01-01,1
"UK","REACH","Y30-34","NR","T","SE",2016-01-01,65
"UK","REACH","Y30-34","NR","T","SK",2016-01-01,3
"UK","REACH","Y35-39","NR","F","BE",2016-01-01,10
"UK","REACH","Y35-39","NR","F","CH",2016-01-01,24
"UK","REACH","Y35-39","NR","F","CY",2016-01-01,22
"UK","REACH","Y35-39","NR","F","CZ",2016-01-01,0
"UK","REACH","Y35-39","NR","F","DK",2016-01-01,2
"UK","REACH","Y35-39","NR","F","EE",2016-01-01,0
"UK","REACH","Y35-39","NR","F","EL",2016-01-01,0
"UK","REACH","Y35-39","NR","F","ES",2016-01-01,0
"UK","REACH","Y35-39","NR","F","FI",2016-01-01,0
"UK","REACH","Y35-39","NR","F","FR",2016-01-01,28
"UK","REACH","Y35-39","NR","F","HR",2016-01-01,1
"UK","REACH","Y35-39","NR","F","HU",2016-01-01,0
"UK","REACH","Y35-39","NR","F","IS",2016-01-01,0
"UK","REACH","Y35-39","NR","F","IT",2016-01-01,8
"UK","REACH","Y35-39","NR","F","LI",2016-01-01,0
"UK","REACH","Y35-39","NR","F","LU",2016-01-01,5
"UK","REACH","Y35-39","NR","F","LV",2016-01-01,0
"UK","REACH","Y35-39","NR","F","NL",2016-01-01,10
"UK","REACH","Y35-39","NR","F","NO",2016-01-01,1
"UK","REACH","Y35-39","NR","F","PL",2016-01-01,0
"UK","REACH","Y35-39","NR","F","PT",2016-01-01,1
"UK","REACH","Y35-39","NR","F","SE",2016-01-01,31
"UK","REACH","Y35-39","NR","F","SK",2016-01-01,3
"UK","REACH","Y35-39","NR","M","BE",2016-01-01,9
"UK","REACH","Y35-39","NR","M","CH",2016-01-01,15
"UK","REACH","Y35-39","NR","M","CY",2016-01-01,21
"UK","REACH","Y35-39","NR","M","CZ",2016-01-01,0
"UK","REACH","Y35-39","NR","M","DK",2016-01-01,2
"UK","REACH","Y35-39","NR","M","EE",2016-01-01,0
"UK","REACH","Y35-39","NR","M","EL",2016-01-01,0
"UK","REACH","Y35-39","NR","M","ES",2016-01-01,1
"UK","REACH","Y35-39","NR","M","FI",2016-01-01,2
"UK","REACH","Y35-39","NR","M","FR",2016-01-01,14
"UK","REACH","Y35-39","NR","M","HR",2016-01-01,0
"UK","REACH","Y35-39","NR","M","HU",2016-01-01,0
"UK","REACH","Y35-39","NR","M","IS",2016-01-01,0
"UK","REACH","Y35-39","NR","M","IT",2016-01-01,4
"UK","REACH","Y35-39","NR","M","LI",2016-01-01,0
"UK","REACH","Y35-39","NR","M","LU",2016-01-01,3
"UK","REACH","Y35-39","NR","M","LV",2016-01-01,0
"UK","REACH","Y35-39","NR","M","NL",2016-01-01,22
"UK","REACH","Y35-39","NR","M","NO",2016-01-01,2
"UK","REACH","Y35-39","NR","M","PL",2016-01-01,0
"UK","REACH","Y35-39","NR","M","PT",2016-01-01,0
"UK","REACH","Y35-39","NR","M","SE",2016-01-01,69
"UK","REACH","Y35-39","NR","M","SK",2016-01-01,1
"UK","REACH","Y35-39","NR","T","BE",2016-01-01,19
"UK","REACH","Y35-39","NR","T","CH",2016-01-01,39
"UK","REACH","Y35-39","NR","T","CY",2016-01-01,43
"UK","REACH","Y35-39","NR","T","CZ",2016-01-01,0
"UK","REACH","Y35-39","NR","T","DK",2016-01-01,4
"UK","REACH","Y35-39","NR","T","EE",2016-01-01,0
"UK","REACH","Y35-39","NR","T","EL",2016-01-01,0
"UK","REACH","Y35-39","NR","T","ES",2016-01-01,1
"UK","REACH","Y35-39","NR","T","FI",2016-01-01,2
"UK","REACH","Y35-39","NR","T","FR",2016-01-01,42
"UK","REACH","Y35-39","NR","T","HR",2016-01-01,1
"UK","REACH","Y35-39","NR","T","HU",2016-01-01,0
"UK","REACH","Y35-39","NR","T","IS",2016-01-01,0
"UK","REACH","Y35-39","NR","T","IT",2016-01-01,12
"UK","REACH","Y35-39","NR","T","LI",2016-01-01,0
"UK","REACH","Y35-39","NR","T","LU",2016-01-01,8
"UK","REACH","Y35-39","NR","T","LV",2016-01-01,0
"UK","REACH","Y35-39","NR","T","NL",2016-01-01,32
"UK","REACH","Y35-39","NR","T","NO",2016-01-01,3
"UK","REACH","Y35-39","NR","T","PL",2016-01-01,0
"UK","REACH","Y35-39","NR","T","PT",2016-01-01,1
"UK","REACH","Y35-39","NR","T","SE",2016-01-01,100
"UK","REACH","Y35-39","NR","T","SK",2016-01-01,4
"UK","REACH","Y40-44","NR","F","BE",2016-01-01,18
"UK","REACH","Y40-44","NR","F","CH",2016-01-01,43
"UK","REACH","Y40-44","NR","F","CY",2016-01-01,20
"UK","REACH","Y40-44","NR","F","CZ",2016-01-01,0
"UK","REACH","Y40-44","NR","F","DK",2016-01-01,4
"UK","REACH","Y40-44","NR","F","EE",2016-01-01,0
"UK","REACH","Y40-44","NR","F","EL",2016-01-01,0
"UK","REACH","Y40-44","NR","F","ES",2016-01-01,2
"UK","REACH","Y40-44","NR","F","FI",2016-01-01,2
"UK","REACH","Y40-44","NR","F","FR",2016-01-01,24
"UK","REACH","Y40-44","NR","F","HR",2016-01-01,0
"UK","REACH","Y40-44","NR","F","HU",2016-01-01,1
"UK","REACH","Y40-44","NR","F","IS",2016-01-01,0
"UK","REACH","Y40-44","NR","F","IT",2016-01-01,4
"UK","REACH","Y40-44","NR","F","LI",2016-01-01,0
"UK","REACH","Y40-44","NR","F","LU",2016-01-01,5
"UK","REACH","Y40-44","NR","F","LV",2016-01-01,1
"UK","REACH","Y40-44","NR","F","NL",2016-01-01,30
"UK","REACH","Y40-44","NR","F","NO",2016-01-01,1
"UK","REACH","Y40-44","NR","F","PL",2016-01-01,0
"UK","REACH","Y40-44","NR","F","PT",2016-01-01,3
"UK","REACH","Y40-44","NR","F","SE",2016-01-01,46
"UK","REACH","Y40-44","NR","F","SK",2016-01-01,0
"UK","REACH","Y40-44","NR","M","BE",2016-01-01,22
"UK","REACH","Y40-44","NR","M","CH",2016-01-01,27
"UK","REACH","Y40-44","NR","M","CY",2016-01-01,21
"UK","REACH","Y40-44","NR","M","CZ",2016-01-01,3
"UK","REACH","Y40-44","NR","M","DK",2016-01-01,3
"UK","REACH","Y40-44","NR","M","EE",2016-01-01,0
"UK","REACH","Y40-44","NR","M","EL",2016-01-01,0
"UK","REACH","Y40-44","NR","M","ES",2016-01-01,2
"UK","REACH","Y40-44","NR","M","FI",2016-01-01,6
"UK","REACH","Y40-44","NR","M","FR",2016-01-01,20
"UK","REACH","Y40-44","NR","M","HR",2016-01-01,0
"UK","REACH","Y40-44","NR","M","HU",2016-01-01,1
"UK","REACH","Y40-44","NR","M","IS",2016-01-01,0
"UK","REACH","Y40-44","NR","M","IT",2016-01-01,6
"UK","REACH","Y40-44","NR","M","LI",2016-01-01,0
"UK","REACH","Y40-44","NR","M","LU",2016-01-01,3
"UK","REACH","Y40-44","NR","M","LV",2016-01-01,0
"UK","REACH","Y40-44","NR","M","NL",2016-01-01,20
"UK","REACH","Y40-44","NR","M","NO",2016-01-01,2
"UK","REACH","Y40-44","NR","M","PL",2016-01-01,0
"UK","REACH","Y40-44","NR","M","PT",2016-01-01,0
"UK","REACH","Y40-44","NR","M","SE",2016-01-01,101
"UK","REACH","Y40-44","NR","M","SK",2016-01-01,3
"UK","REACH","Y40-44","NR","T","BE",2016-01-01,40
"UK","REACH","Y40-44","NR","T","CH",2016-01-01,70
"UK","REACH","Y40-44","NR","T","CY",2016-01-01,41
"UK","REACH","Y40-44","NR","T","CZ",2016-01-01,3
"UK","REACH","Y40-44","NR","T","DK",2016-01-01,7
"UK","REACH","Y40-44","NR","T","EE",2016-01-01,0
"UK","REACH","Y40-44","NR","T","EL",2016-01-01,0
"UK","REACH","Y40-44","NR","T","ES",2016-01-01,4
"UK","REACH","Y40-44","NR","T","FI",2016-01-01,8
"UK","REACH","Y40-44","NR","T","FR",2016-01-01,44
"UK","REACH","Y40-44","NR","T","HR",2016-01-01,0
"UK","REACH","Y40-44","NR","T","HU",2016-01-01,2
"UK","REACH","Y40-44","NR","T","IS",2016-01-01,0
"UK","REACH","Y40-44","NR","T","IT",2016-01-01,10
"UK","REACH","Y40-44","NR","T","LI",2016-01-01,0
"UK","REACH","Y40-44","NR","T","LU",2016-01-01,8
"UK","REACH","Y40-44","NR","T","LV",2016-01-01,1
"UK","REACH","Y40-44","NR","T","NL",2016-01-01,50
"UK","REACH","Y40-44","NR","T","NO",2016-01-01,3
"UK","REACH","Y40-44","NR","T","PL",2016-01-01,0
"UK","REACH","Y40-44","NR","T","PT",2016-01-01,3
"UK","REACH","Y40-44","NR","T","SE",2016-01-01,147
"UK","REACH","Y40-44","NR","T","SK",2016-01-01,3
"UK","REACH","Y45-49","NR","F","BE",2016-01-01,17
"UK","REACH","Y45-49","NR","F","CH",2016-01-01,34
"UK","REACH","Y45-49","NR","F","CY",2016-01-01,35
"UK","REACH","Y45-49","NR","F","CZ",2016-01-01,0
"UK","REACH","Y45-49","NR","F","DK",2016-01-01,0
"UK","REACH","Y45-49","NR","F","EE",2016-01-01,0
"UK","REACH","Y45-49","NR","F","EL",2016-01-01,1
"UK","REACH","Y45-49","NR","F","ES",2016-01-01,2
"UK","REACH","Y45-49","NR","F","FI",2016-01-01,1
"UK","REACH","Y45-49","NR","F","FR",2016-01-01,32
"UK","REACH","Y45-49","NR","F","HR",2016-01-01,0
"UK","REACH","Y45-49","NR","F","HU",2016-01-01,0
"UK","REACH","Y45-49","NR","F","IS",2016-01-01,0
"UK","REACH","Y45-49","NR","F","IT",2016-01-01,4
"UK","REACH","Y45-49","NR","F","LI",2016-01-01,0
"UK","REACH","Y45-49","NR","F","LU",2016-01-01,7
"UK","REACH","Y45-49","NR","F","LV",2016-01-01,0
"UK","REACH","Y45-49","NR","F","NL",2016-01-01,40
"UK","REACH","Y45-49","NR","F","NO",2016-01-01,2
"UK","REACH","Y45-49","NR","F","PL",2016-01-01,0
"UK","REACH","Y45-49","NR","F","PT",2016-01-01,1
"UK","REACH","Y45-49","NR","F","SE",2016-01-01,35
"UK","REACH","Y45-49","NR","F","SK",2016-01-01,1
"UK","REACH","Y45-49","NR","M","BE",2016-01-01,17
"UK","REACH","Y45-49","NR","M","CH",2016-01-01,43
"UK","REACH","Y45-49","NR","M","CY",2016-01-01,26
"UK","REACH","Y45-49","NR","M","CZ",2016-01-01,3
"UK","REACH","Y45-49","NR","M","DK",2016-01-01,4
"UK","REACH","Y45-49","NR","M","EE",2016-01-01,0
"UK","REACH","Y45-49","NR","M","EL",2016-01-01,3
"UK","REACH","Y45-49","NR","M","ES",2016-01-01,3
"UK","REACH","Y45-49","NR","M","FI",2016-01-01,2
"UK","REACH","Y45-49","NR","M","FR",2016-01-01,16
"UK","REACH","Y45-49","NR","M","HR",2016-01-01,0
"UK","REACH","Y45-49","NR","M","HU",2016-01-01,0
"UK","REACH","Y45-49","NR","M","IS",2016-01-01,0
"UK","REACH","Y45-49","NR","M","IT",2016-01-01,3
"UK","REACH","Y45-49","NR","M","LI",2016-01-01,0
