"citizen","agedef","age","unit","sex","geo","time","values"
"UK","REACH","Y_GE65","NR","T","BE",2017-01-01,282
"UK","REACH","Y_GE65","NR","T","BG",2017-01-01,0
"UK","REACH","Y_GE65","NR","T","CH",2017-01-01,66
"UK","REACH","Y_GE65","NR","T","CY",2017-01-01,132
"UK","REACH","Y_GE65","NR","T","CZ",2017-01-01,9
"UK","REACH","Y_GE65","NR","T","DK",2017-01-01,24
"UK","REACH","Y_GE65","NR","T","EE",2017-01-01,0
"UK","REACH","Y_GE65","NR","T","ES",2017-01-01,8
"UK","REACH","Y_GE65","NR","T","FI",2017-01-01,17
"UK","REACH","Y_GE65","NR","T","FR",2017-01-01,359
"UK","REACH","Y_GE65","NR","T","HR",2017-01-01,0
"UK","REACH","Y_GE65","NR","T","HU",2017-01-01,4
"UK","REACH","Y_GE65","NR","T","IS",2017-01-01,1
"UK","REACH","Y_GE65","NR","T","IT",2017-01-01,12
"UK","REACH","Y_GE65","NR","T","LI",2017-01-01,0
"UK","REACH","Y_GE65","NR","T","LU",2017-01-01,62
"UK","REACH","Y_GE65","NR","T","LV",2017-01-01,0
"UK","REACH","Y_GE65","NR","T","NL",2017-01-01,310
"UK","REACH","Y_GE65","NR","T","NO",2017-01-01,9
"UK","REACH","Y_GE65","NR","T","PL",2017-01-01,1
"UK","REACH","Y_GE65","NR","T","PT",2017-01-01,16
"UK","REACH","Y_GE65","NR","T","SE",2017-01-01,192
"UK","REACH","Y_GE65","NR","T","SK",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","BE",2017-01-01,3
"UK","REACH","Y_GE85","NR","F","BG",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","CH",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","CY",2017-01-01,6
"UK","REACH","Y_GE85","NR","F","CZ",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","DK",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","EE",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","ES",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","FI",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","FR",2017-01-01,1
"UK","REACH","Y_GE85","NR","F","HR",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","HU",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","IS",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","IT",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","LI",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","LU",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","LV",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","NL",2017-01-01,5
"UK","REACH","Y_GE85","NR","F","NO",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","PL",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","PT",2017-01-01,0
"UK","REACH","Y_GE85","NR","F","SE",2017-01-01,3
"UK","REACH","Y_GE85","NR","F","SK",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","BE",2017-01-01,4
"UK","REACH","Y_GE85","NR","M","BG",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","CH",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","CY",2017-01-01,5
"UK","REACH","Y_GE85","NR","M","CZ",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","DK",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","EE",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","ES",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","FI",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","FR",2017-01-01,1
"UK","REACH","Y_GE85","NR","M","HR",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","HU",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","IS",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","IT",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","LI",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","LU",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","LV",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","NL",2017-01-01,1
"UK","REACH","Y_GE85","NR","M","NO",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","PL",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","PT",2017-01-01,0
"UK","REACH","Y_GE85","NR","M","SE",2017-01-01,2
"UK","REACH","Y_GE85","NR","M","SK",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","BE",2017-01-01,7
"UK","REACH","Y_GE85","NR","T","BG",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","CH",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","CY",2017-01-01,11
"UK","REACH","Y_GE85","NR","T","CZ",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","DK",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","EE",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","ES",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","FI",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","FR",2017-01-01,2
"UK","REACH","Y_GE85","NR","T","HR",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","HU",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","IS",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","IT",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","LI",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","LU",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","LV",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","NL",2017-01-01,6
"UK","REACH","Y_GE85","NR","T","NO",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","PL",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","PT",2017-01-01,0
"UK","REACH","Y_GE85","NR","T","SE",2017-01-01,5
"UK","REACH","Y_GE85","NR","T","SK",2017-01-01,0
"UK","REACH","Y_LT15","NR","F","BE",2017-01-01,100
"UK","REACH","Y_LT15","NR","F","BG",2017-01-01,1
"UK","REACH","Y_LT15","NR","F","CH",2017-01-01,73
"UK","REACH","Y_LT15","NR","F","CY",2017-01-01,12
"UK","REACH","Y_LT15","NR","F","CZ",2017-01-01,1
"UK","REACH","Y_LT15","NR","F","DK",2017-01-01,15
"UK","REACH","Y_LT15","NR","F","EE",2017-01-01,0
"UK","REACH","Y_LT15","NR","F","ES",2017-01-01,9
"UK","REACH","Y_LT15","NR","F","FI",2017-01-01,5
"UK","REACH","Y_LT15","NR","F","FR",2017-01-01,59
"UK","REACH","Y_LT15","NR","F","HR",2017-01-01,0
"UK","REACH","Y_LT15","NR","F","HU",2017-01-01,0
"UK","REACH","Y_LT15","NR","F","IS",2017-01-01,0
"UK","REACH","Y_LT15","NR","F","IT",2017-01-01,12
"UK","REACH","Y_LT15","NR","F","LI",2017-01-01,0
"UK","REACH","Y_LT15","NR","F","LU",2017-01-01,3
"UK","REACH","Y_LT15","NR","F","LV",2017-01-01,57
"UK","REACH","Y_LT15","NR","F","NL",2017-01-01,8
"UK","REACH","Y_LT15","NR","F","NO",2017-01-01,3
"UK","REACH","Y_LT15","NR","F","PL",2017-01-01,0
"UK","REACH","Y_LT15","NR","F","PT",2017-01-01,4
"UK","REACH","Y_LT15","NR","F","SE",2017-01-01,24
"UK","REACH","Y_LT15","NR","F","SK",2017-01-01,1
"UK","REACH","Y_LT15","NR","M","BE",2017-01-01,93
"UK","REACH","Y_LT15","NR","M","BG",2017-01-01,0
"UK","REACH","Y_LT15","NR","M","CH",2017-01-01,76
"UK","REACH","Y_LT15","NR","M","CY",2017-01-01,12
"UK","REACH","Y_LT15","NR","M","CZ",2017-01-01,1
"UK","REACH","Y_LT15","NR","M","DK",2017-01-01,15
"UK","REACH","Y_LT15","NR","M","EE",2017-01-01,0
"UK","REACH","Y_LT15","NR","M","ES",2017-01-01,6
"UK","REACH","Y_LT15","NR","M","FI",2017-01-01,3
"UK","REACH","Y_LT15","NR","M","FR",2017-01-01,60
"UK","REACH","Y_LT15","NR","M","HR",2017-01-01,0
"UK","REACH","Y_LT15","NR","M","HU",2017-01-01,0
"UK","REACH","Y_LT15","NR","M","IS",2017-01-01,1
"UK","REACH","Y_LT15","NR","M","IT",2017-01-01,21
"UK","REACH","Y_LT15","NR","M","LI",2017-01-01,0
"UK","REACH","Y_LT15","NR","M","LU",2017-01-01,2
"UK","REACH","Y_LT15","NR","M","LV",2017-01-01,56
"UK","REACH","Y_LT15","NR","M","NL",2017-01-01,17
"UK","REACH","Y_LT15","NR","M","NO",2017-01-01,3
"UK","REACH","Y_LT15","NR","M","PL",2017-01-01,2
"UK","REACH","Y_LT15","NR","M","PT",2017-01-01,4
"UK","REACH","Y_LT15","NR","M","SE",2017-01-01,25
"UK","REACH","Y_LT15","NR","M","SK",2017-01-01,0
"UK","REACH","Y_LT15","NR","T","BE",2017-01-01,193
"UK","REACH","Y_LT15","NR","T","BG",2017-01-01,1
"UK","REACH","Y_LT15","NR","T","CH",2017-01-01,149
"UK","REACH","Y_LT15","NR","T","CY",2017-01-01,24
"UK","REACH","Y_LT15","NR","T","CZ",2017-01-01,2
"UK","REACH","Y_LT15","NR","T","DK",2017-01-01,30
"UK","REACH","Y_LT15","NR","T","EE",2017-01-01,0
"UK","REACH","Y_LT15","NR","T","ES",2017-01-01,15
"UK","REACH","Y_LT15","NR","T","FI",2017-01-01,8
"UK","REACH","Y_LT15","NR","T","FR",2017-01-01,119
"UK","REACH","Y_LT15","NR","T","HR",2017-01-01,0
"UK","REACH","Y_LT15","NR","T","HU",2017-01-01,0
"UK","REACH","Y_LT15","NR","T","IS",2017-01-01,1
"UK","REACH","Y_LT15","NR","T","IT",2017-01-01,33
"UK","REACH","Y_LT15","NR","T","LI",2017-01-01,0
"UK","REACH","Y_LT15","NR","T","LU",2017-01-01,5
"UK","REACH","Y_LT15","NR","T","LV",2017-01-01,113
"UK","REACH","Y_LT15","NR","T","NL",2017-01-01,25
"UK","REACH","Y_LT15","NR","T","NO",2017-01-01,6
"UK","REACH","Y_LT15","NR","T","PL",2017-01-01,2
"UK","REACH","Y_LT15","NR","T","PT",2017-01-01,8
"UK","REACH","Y_LT15","NR","T","SE",2017-01-01,49
"UK","REACH","Y_LT15","NR","T","SK",2017-01-01,1
"UK","REACH","Y_LT5","NR","F","BE",2017-01-01,17
"UK","REACH","Y_LT5","NR","F","BG",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","CH",2017-01-01,10
"UK","REACH","Y_LT5","NR","F","CY",2017-01-01,2
"UK","REACH","Y_LT5","NR","F","CZ",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","DK",2017-01-01,3
"UK","REACH","Y_LT5","NR","F","EE",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","ES",2017-01-01,2
"UK","REACH","Y_LT5","NR","F","FI",2017-01-01,1
"UK","REACH","Y_LT5","NR","F","FR",2017-01-01,4
"UK","REACH","Y_LT5","NR","F","HR",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","HU",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","IS",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","IT",2017-01-01,7
"UK","REACH","Y_LT5","NR","F","LI",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","LU",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","LV",2017-01-01,48
"UK","REACH","Y_LT5","NR","F","NL",2017-01-01,1
"UK","REACH","Y_LT5","NR","F","NO",2017-01-01,2
"UK","REACH","Y_LT5","NR","F","PL",2017-01-01,0
"UK","REACH","Y_LT5","NR","F","PT",2017-01-01,2
"UK","REACH","Y_LT5","NR","F","SE",2017-01-01,7
"UK","REACH","Y_LT5","NR","F","SK",2017-01-01,1
"UK","REACH","Y_LT5","NR","M","BE",2017-01-01,21
"UK","REACH","Y_LT5","NR","M","BG",2017-01-01,0
"UK","REACH","Y_LT5","NR","M","CH",2017-01-01,12
"UK","REACH","Y_LT5","NR","M","CY",2017-01-01,4
"UK","REACH","Y_LT5","NR","M","CZ",2017-01-01,0
"UK","REACH","Y_LT5","NR","M","DK",2017-01-01,2
"UK","REACH","Y_LT5","NR","M","EE",2017-01-01,0
"UK","REACH","Y_LT5","NR","M","ES",2017-01-01,1
"UK","REACH","Y_LT5","NR","M","FI",2017-01-01,1
"UK","REACH","Y_LT5","NR","M","FR",2017-01-01,7
"UK","REACH","Y_LT5","NR","M","HR",2017-01-01,0
"UK","REACH","Y_LT5","NR","M","HU",2017-01-01,0
"UK","REACH","Y_LT5","NR","M","IS",2017-01-01,1
"UK","REACH","Y_LT5","NR","M","IT",2017-01-01,7
"UK","REACH","Y_LT5","NR","M","LI",2017-01-01,0
"UK","REACH","Y_LT5","NR","M","LU",2017-01-01,0
"UK","REACH","Y_LT5","NR","M","LV",2017-01-01,50
"UK","REACH","Y_LT5","NR","M","NL",2017-01-01,6
"UK","REACH","Y_LT5","NR","M","NO",2017-01-01,2
"UK","REACH","Y_LT5","NR","M","PL",2017-01-01,1
"UK","REACH","Y_LT5","NR","M","PT",2017-01-01,0
"UK","REACH","Y_LT5","NR","M","SE",2017-01-01,6
"UK","REACH","Y_LT5","NR","M","SK",2017-01-01,0
"UK","REACH","Y_LT5","NR","T","BE",2017-01-01,38
"UK","REACH","Y_LT5","NR","T","BG",2017-01-01,0
"UK","REACH","Y_LT5","NR","T","CH",2017-01-01,22
"UK","REACH","Y_LT5","NR","T","CY",2017-01-01,6
"UK","REACH","Y_LT5","NR","T","CZ",2017-01-01,0
"UK","REACH","Y_LT5","NR","T","DK",2017-01-01,5
"UK","REACH","Y_LT5","NR","T","EE",2017-01-01,0
"UK","REACH","Y_LT5","NR","T","ES",2017-01-01,3
"UK","REACH","Y_LT5","NR","T","FI",2017-01-01,2
"UK","REACH","Y_LT5","NR","T","FR",2017-01-01,11
"UK","REACH","Y_LT5","NR","T","HR",2017-01-01,0
"UK","REACH","Y_LT5","NR","T","HU",2017-01-01,0
"UK","REACH","Y_LT5","NR","T","IS",2017-01-01,1
"UK","REACH","Y_LT5","NR","T","IT",2017-01-01,14
"UK","REACH","Y_LT5","NR","T","LI",2017-01-01,0
"UK","REACH","Y_LT5","NR","T","LU",2017-01-01,0
"UK","REACH","Y_LT5","NR","T","LV",2017-01-01,98
"UK","REACH","Y_LT5","NR","T","NL",2017-01-01,7
"UK","REACH","Y_LT5","NR","T","NO",2017-01-01,4
"UK","REACH","Y_LT5","NR","T","PL",2017-01-01,1
"UK","REACH","Y_LT5","NR","T","PT",2017-01-01,2
"UK","REACH","Y_LT5","NR","T","SE",2017-01-01,13
"UK","REACH","Y_LT5","NR","T","SK",2017-01-01,1
"UK","COMPLET","TOTAL","NR","F","AT",2016-01-01,3
"UK","COMPLET","TOTAL","NR","F","BE",2016-01-01,216
"UK","COMPLET","TOTAL","NR","F","BG",2016-01-01,0
"UK","COMPLET","TOTAL","NR","F","CH",2016-01-01,359
"UK","COMPLET","TOTAL","NR","F","CY",2016-01-01,265
"UK","COMPLET","TOTAL","NR","F","CZ",2016-01-01,3
"UK","COMPLET","TOTAL","NR","F","DE",2016-01-01,1306
"UK","COMPLET","TOTAL","NR","F","DK",2016-01-01,44
"UK","COMPLET","TOTAL","NR","F","EE",2016-01-01,0
"UK","COMPLET","TOTAL","NR","F","EL",2016-01-01,11
"UK","COMPLET","TOTAL","NR","F","ES",2016-01-01,27
"UK","COMPLET","TOTAL","NR","F","FI",2016-01-01,12
"UK","COMPLET","TOTAL","NR","F","FR",2016-01-01,289
"UK","COMPLET","TOTAL","NR","F","HR",2016-01-01,2
"UK","COMPLET","TOTAL","NR","F","HU",2016-01-01,3
"UK","COMPLET","TOTAL","NR","F","IE",2016-01-01,40
"UK","COMPLET","TOTAL","NR","F","IS",2016-01-01,1
"UK","COMPLET","TOTAL","NR","F","IT",2016-01-01,62
"UK","COMPLET","TOTAL","NR","F","LI",2016-01-01,0
"UK","COMPLET","TOTAL","NR","F","LT",2016-01-01,0
"UK","COMPLET","TOTAL","NR","F","LU",2016-01-01,64
"UK","COMPLET","TOTAL","NR","F","LV",2016-01-01,63
"UK","COMPLET","TOTAL","NR","F","MT",2016-01-01,74
"UK","COMPLET","TOTAL","NR","F","NL",2016-01-01,279
"UK","COMPLET","TOTAL","NR","F","NO",2016-01-01,14
"UK","COMPLET","TOTAL","NR","F","PL",2016-01-01,1
"UK","COMPLET","TOTAL","NR","F","PT",2016-01-01,14
"UK","COMPLET","TOTAL","NR","F","RO",2016-01-01,0
"UK","COMPLET","TOTAL","NR","F","SE",2016-01-01,348
"UK","COMPLET","TOTAL","NR","F","SI",2016-01-01,0
"UK","COMPLET","TOTAL","NR","F","SK",2016-01-01,7
"UK","COMPLET","TOTAL","NR","F","UK",2016-01-01,0
"UK","COMPLET","TOTAL","NR","M","AT",2016-01-01,6
"UK","COMPLET","TOTAL","NR","M","BE",2016-01-01,290
"UK","COMPLET","TOTAL","NR","M","BG",2016-01-01,0
"UK","COMPLET","TOTAL","NR","M","CH",2016-01-01,349
"UK","COMPLET","TOTAL","NR","M","CY",2016-01-01,206
"UK","COMPLET","TOTAL","NR","M","CZ",2016-01-01,18
"UK","COMPLET","TOTAL","NR","M","DE",2016-01-01,1396
"UK","COMPLET","TOTAL","NR","M","DK",2016-01-01,41
"UK","COMPLET","TOTAL","NR","M","EE",2016-01-01,0
"UK","COMPLET","TOTAL","NR","M","EL",2016-01-01,20
"UK","COMPLET","TOTAL","NR","M","ES",2016-01-01,17
"UK","COMPLET","TOTAL","NR","M","FI",2016-01-01,19
"UK","COMPLET","TOTAL","NR","M","FR",2016-01-01,228
"UK","COMPLET","TOTAL","NR","M","HR",2016-01-01,0
"UK","COMPLET","TOTAL","NR","M","HU",2016-01-01,8
"UK","COMPLET","TOTAL","NR","M","IE",2016-01-01,58
"UK","COMPLET","TOTAL","NR","M","IS",2016-01-01,1
"UK","COMPLET","TOTAL","NR","M","IT",2016-01-01,57
"UK","COMPLET","TOTAL","NR","M","LI",2016-01-01,0
"UK","COMPLET","TOTAL","NR","M","LT",2016-01-01,0
"UK","COMPLET","TOTAL","NR","M","LU",2016-01-01,64
"UK","COMPLET","TOTAL","NR","M","LV",2016-01-01,67
"UK","COMPLET","TOTAL","NR","M","MT",2016-01-01,52
"UK","COMPLET","TOTAL","NR","M","NL",2016-01-01,361
"UK","COMPLET","TOTAL","NR","M","NO",2016-01-01,13
"UK","COMPLET","TOTAL","NR","M","PL",2016-01-01,4
"UK","COMPLET","TOTAL","NR","M","PT",2016-01-01,6
"UK","COMPLET","TOTAL","NR","M","RO",2016-01-01,0
"UK","COMPLET","TOTAL","NR","M","SE",2016-01-01,630
"UK","COMPLET","TOTAL","NR","M","SI",2016-01-01,0
"UK","COMPLET","TOTAL","NR","M","SK",2016-01-01,8
"UK","COMPLET","TOTAL","NR","M","UK",2016-01-01,0
"UK","COMPLET","TOTAL","NR","T","AT",2016-01-01,9
"UK","COMPLET","TOTAL","NR","T","BE",2016-01-01,506
"UK","COMPLET","TOTAL","NR","T","BG",2016-01-01,0
"UK","COMPLET","TOTAL","NR","T","CH",2016-01-01,708
"UK","COMPLET","TOTAL","NR","T","CY",2016-01-01,471
"UK","COMPLET","TOTAL","NR","T","CZ",2016-01-01,21
"UK","COMPLET","TOTAL","NR","T","DE",2016-01-01,2702
"UK","COMPLET","TOTAL","NR","T","DK",2016-01-01,85
"UK","COMPLET","TOTAL","NR","T","EE",2016-01-01,0
"UK","COMPLET","TOTAL","NR","T","EL",2016-01-01,31
"UK","COMPLET","TOTAL","NR","T","ES",2016-01-01,44
"UK","COMPLET","TOTAL","NR","T","FI",2016-01-01,31
"UK","COMPLET","TOTAL","NR","T","FR",2016-01-01,517
"UK","COMPLET","TOTAL","NR","T","HR",2016-01-01,2
"UK","COMPLET","TOTAL","NR","T","HU",2016-01-01,11
"UK","COMPLET","TOTAL","NR","T","IE",2016-01-01,98
"UK","COMPLET","TOTAL","NR","T","IS",2016-01-01,2
"UK","COMPLET","TOTAL","NR","T","IT",2016-01-01,119
"UK","COMPLET","TOTAL","NR","T","LI",2016-01-01,0
"UK","COMPLET","TOTAL","NR","T","LT",2016-01-01,0
"UK","COMPLET","TOTAL","NR","T","LU",2016-01-01,128
"UK","COMPLET","TOTAL","NR","T","LV",2016-01-01,130
"UK","COMPLET","TOTAL","NR","T","MT",2016-01-01,126
"UK","COMPLET","TOTAL","NR","T","NL",2016-01-01,640
"UK","COMPLET","TOTAL","NR","T","NO",2016-01-01,27
"UK","COMPLET","TOTAL","NR","T","PL",2016-01-01,5
"UK","COMPLET","TOTAL","NR","T","PT",2016-01-01,20
"UK","COMPLET","TOTAL","NR","T","RO",2016-01-01,0
"UK","COMPLET","TOTAL","NR","T","SE",2016-01-01,978
"UK","COMPLET","TOTAL","NR","T","SI",2016-01-01,0
"UK","COMPLET","TOTAL","NR","T","SK",2016-01-01,15
"UK","COMPLET","TOTAL","NR","T","UK",2016-01-01,0
"UK","COMPLET","UNK","NR","F","AT",2016-01-01,0
"UK","COMPLET","UNK","NR","F","BE",2016-01-01,0
"UK","COMPLET","UNK","NR","F","BG",2016-01-01,0
"UK","COMPLET","UNK","NR","F","DE",2016-01-01,0
"UK","COMPLET","UNK","NR","F","EE",2016-01-01,0
"UK","COMPLET","UNK","NR","F","ES",2016-01-01,0
"UK","COMPLET","UNK","NR","F","FI",2016-01-01,0
"UK","COMPLET","UNK","NR","F","IE",2016-01-01,0
"UK","COMPLET","UNK","NR","F","IS",2016-01-01,0
"UK","COMPLET","UNK","NR","F","LI",2016-01-01,0
"UK","COMPLET","UNK","NR","F","LT",2016-01-01,0
"UK","COMPLET","UNK","NR","F","LU",2016-01-01,0
"UK","COMPLET","UNK","NR","F","MT",2016-01-01,0
"UK","COMPLET","UNK","NR","F","NO",2016-01-01,0
"UK","COMPLET","UNK","NR","F","PL",2016-01-01,0
"UK","COMPLET","UNK","NR","F","PT",2016-01-01,0
"UK","COMPLET","UNK","NR","F","RO",2016-01-01,0
"UK","COMPLET","UNK","NR","F","SE",2016-01-01,0
"UK","COMPLET","UNK","NR","F","SI",2016-01-01,0
"UK","COMPLET","UNK","NR","F","UK",2016-01-01,0
"UK","COMPLET","UNK","NR","M","AT",2016-01-01,0
"UK","COMPLET","UNK","NR","M","BE",2016-01-01,0
"UK","COMPLET","UNK","NR","M","BG",2016-01-01,0
"UK","COMPLET","UNK","NR","M","DE",2016-01-01,0
"UK","COMPLET","UNK","NR","M","EE",2016-01-01,0
"UK","COMPLET","UNK","NR","M","ES",2016-01-01,0
"UK","COMPLET","UNK","NR","M","FI",2016-01-01,0
"UK","COMPLET","UNK","NR","M","IE",2016-01-01,0
"UK","COMPLET","UNK","NR","M","IS",2016-01-01,0
"UK","COMPLET","UNK","NR","M","LI",2016-01-01,0
"UK","COMPLET","UNK","NR","M","LT",2016-01-01,0
"UK","COMPLET","UNK","NR","M","LU",2016-01-01,0
"UK","COMPLET","UNK","NR","M","MT",2016-01-01,0
"UK","COMPLET","UNK","NR","M","NO",2016-01-01,0
"UK","COMPLET","UNK","NR","M","PL",2016-01-01,0
"UK","COMPLET","UNK","NR","M","PT",2016-01-01,0
"UK","COMPLET","UNK","NR","M","RO",2016-01-01,0
"UK","COMPLET","UNK","NR","M","SE",2016-01-01,0
"UK","COMPLET","UNK","NR","M","SI",2016-01-01,0
"UK","COMPLET","UNK","NR","M","UK",2016-01-01,0
"UK","COMPLET","UNK","NR","T","AT",2016-01-01,0
"UK","COMPLET","UNK","NR","T","BE",2016-01-01,0
"UK","COMPLET","UNK","NR","T","BG",2016-01-01,0
"UK","COMPLET","UNK","NR","T","DE",2016-01-01,0
"UK","COMPLET","UNK","NR","T","EE",2016-01-01,0
"UK","COMPLET","UNK","NR","T","ES",2016-01-01,0
"UK","COMPLET","UNK","NR","T","FI",2016-01-01,0
"UK","COMPLET","UNK","NR","T","IE",2016-01-01,0
"UK","COMPLET","UNK","NR","T","IS",2016-01-01,0
"UK","COMPLET","UNK","NR","T","LI",2016-01-01,0
"UK","COMPLET","UNK","NR","T","LT",2016-01-01,0
"UK","COMPLET","UNK","NR","T","LU",2016-01-01,0
"UK","COMPLET","UNK","NR","T","MT",2016-01-01,0
"UK","COMPLET","UNK","NR","T","NO",2016-01-01,0
"UK","COMPLET","UNK","NR","T","PL",2016-01-01,0
"UK","COMPLET","UNK","NR","T","PT",2016-01-01,0
"UK","COMPLET","UNK","NR","T","RO",2016-01-01,0
"UK","COMPLET","UNK","NR","T","SE",2016-01-01,0
"UK","COMPLET","UNK","NR","T","SI",2016-01-01,0
"UK","COMPLET","UNK","NR","T","UK",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","AT",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","BE",2016-01-01,9
"UK","COMPLET","Y10-14","NR","F","BG",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","DE",2016-01-01,9
"UK","COMPLET","Y10-14","NR","F","EE",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","ES",2016-01-01,1
"UK","COMPLET","Y10-14","NR","F","FI",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","IE",2016-01-01,2
"UK","COMPLET","Y10-14","NR","F","IS",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","LI",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","LT",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","LU",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","MT",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","NO",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","PL",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","PT",2016-01-01,1
"UK","COMPLET","Y10-14","NR","F","RO",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","SE",2016-01-01,17
"UK","COMPLET","Y10-14","NR","F","SI",2016-01-01,0
"UK","COMPLET","Y10-14","NR","F","UK",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","AT",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","BE",2016-01-01,16
"UK","COMPLET","Y10-14","NR","M","BG",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","DE",2016-01-01,10
"UK","COMPLET","Y10-14","NR","M","EE",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","ES",2016-01-01,1
"UK","COMPLET","Y10-14","NR","M","FI",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","IE",2016-01-01,1
"UK","COMPLET","Y10-14","NR","M","IS",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","LI",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","LT",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","LU",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","MT",2016-01-01,2
"UK","COMPLET","Y10-14","NR","M","NO",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","PL",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","PT",2016-01-01,2
"UK","COMPLET","Y10-14","NR","M","RO",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","SE",2016-01-01,16
"UK","COMPLET","Y10-14","NR","M","SI",2016-01-01,0
"UK","COMPLET","Y10-14","NR","M","UK",2016-01-01,0
"UK","COMPLET","Y10-14","NR","T","AT",2016-01-01,0
"UK","COMPLET","Y10-14","NR","T","BE",2016-01-01,25
"UK","COMPLET","Y10-14","NR","T","BG",2016-01-01,0
"UK","COMPLET","Y10-14","NR","T","DE",2016-01-01,19
"UK","COMPLET","Y10-14","NR","T","EE",2016-01-01,0
"UK","COMPLET","Y10-14","NR","T","ES",2016-01-01,2
"UK","COMPLET","Y10-14","NR","T","FI",2016-01-01,0
